lr	lambda	alpha	epochs	ft_epochs	batch_size	threshold	momentum	weight_decay	M_scale	Sparsity	Final_Accuracy	Tot_time	Pr_time	Accuracy	Train_loss
0.1	1.3	0.1	300	200	128	0.05	0.9	0.0005	1.0	10261787	94.52	1:43:00.753974	1:18:15.875872	94.12	0.2222
0.1	1.3	0.01	300	200	128	0.05	0.9	0.0005	1.0	10338866	94.17	1:42:53.780018	1:18:12.222893	93.61	0.1584
0.1	1.3	0.001	300	200	128	0.05	0.9	0.0005	1.0	10287498	94.43	1:43:04.836624	1:18:23.827386	94.12	0.1697
0.1	1.3	0.0001	300	200	128	0.05	0.9	0.0005	1.0	10258104	94.48	1:46:09.339861	1:21:02.149820	94.15	0.2019
0.1	1.3	0.5	300	200	128	0.05	0.9	0.0005	1.0	10059742	95.34	1:42:29.234418	1:17:53.757853	95.15	0.1349
0.1	1.6	0.1	300	200	128	0.05	0.9	0.0005	1.0	10382618	94.04	1:45:47.634981	1:20:42.746102	93.84	0.2491
0.1	1.6	0.01	300	200	128	0.05	0.9	0.0005	1.0	10137049	94.4	1:46:26.098903	1:21:10.537401	93.87	0.3186
0.1	1.6	0.001	300	200	128	0.05	0.9	0.0005	1.0	10419781	94.06	1:46:18.166831	1:21:05.538374	93.75	0.1447
0.1	1.6	0.0001	300	200	128	0.05	0.9	0.0005	1.0	10223760	94.04	1:46:15.927116	1:21:01.534891	93.57	0.2869
0.1	1.6	0.5	300	200	128	0.05	0.9	0.0005	1.0	10383431	94.42	1:46:27.933758	1:21:07.361285	94.14	0.1277
0.1	1.9	0.1	300	200	128	0.05	0.9	0.0005	1.0	10389577	93.71	1:45:40.218782	1:20:32.047942	93.29	0.3262
0.1	1.9	0.01	300	200	128	0.05	0.9	0.0005	1.0	10531475	93.79	1:45:40.820195	1:20:32.295507	93.44	0.1849
0.1	1.9	0.001	300	200	128	0.05	0.9	0.0005	1.0	10265996	93.81	1:44:33.093583	1:19:39.953725	93.17	0.3496
0.1	1.9	0.0001	300	200	128	0.05	0.9	0.0005	1.0	10156074	93.82	1:43:48.977827	1:19:05.090499	93.47	0.3826
0.1	1.9	0.5	300	200	128	0.05	0.9	0.0005	1.0	10451461	94.81	1:42:51.851915	1:17:55.680344	94.55	0.1476
0.1	1.9	0.5	300	200	128	0.05	0.9	0.0005	1.0	10418654	94.77	1:46:14.529270	1:20:58.819479	94.36	0.1565
